,OrigCode,DestCode,Origin,Destination,Trips,OPop,DEmpl,Ourban,Durban,OInc,DInc,Distance
251,30115,30114,Søndre Nordstrand,Nordstrand,8494,23438,11179.0,6.16,11.83,539000,607000,6444.17268677909
252,30115,30115,Søndre Nordstrand,Søndre Nordstrand,22139,23438,6701.0,6.16,6.16,539000,539000,0.0
253,30115,30116,Søndre Nordstrand,Sentrum,2988,23438,77995.0,6.16,1.4,539000,335000,11603.62014724266
254,30115,30117,Søndre Nordstrand,Marka,171,23438,793.0,6.16,5.699999999999999,539000,625000,24936.977617072982
255,30116,30101,Sentrum,Gamle Oslo,11109,1264,43121.0,1.4,4.75,335000,453000,2196.0210564489316
256,30116,30102,Sentrum,Grünerløkka,9569,1264,29560.0,1.4,3.65,335000,450000,2993.179072183307
257,30116,30103,Sentrum,Sagene,5475,1264,19408.0,1.4,2.34,335000,461000,4314.922553515174
258,30116,30104,Sentrum,St. Hanshaugen,11452,1264,54104.0,1.4,2.8,335000,430000,3965.859813042666
259,30116,30105,Sentrum,Frogner,13480,1264,48082.0,1.4,5.35,335000,464000,2751.375872424393
260,30116,30106,Sentrum,Ullern,3552,1264,38334.0,1.4,7.1,335000,648000,5963.341559716156
261,30116,30107,Sentrum,Vestre Aker,4488,1264,13362.0,1.4,11.55,335000,688000,8641.74228262223
262,30116,30108,Sentrum,Nordre Aker,5524,1264,42238.0,1.4,10.5,335000,578000,6009.193841196701
263,30116,30109,Sentrum,Bjerke,2874,1264,22537.0,1.4,5.85,335000,490000,6495.904862888602
264,30116,30110,Sentrum,Grorud,2000,1264,9297.0,1.4,4.37,335000,453000,11599.149321782059
265,30116,30111,Sentrum,Stovner,2213,1264,9490.0,1.4,5.04,335000,489000,12319.581858699741
266,30116,30112,Sentrum,Alna,4364,1264,31427.0,1.4,9.23,335000,477000,7380.526629654887
267,30116,30113,Sentrum,Østensjø,4448,1264,12470.0,1.4,7.66,335000,539000,6933.4059505378245
268,30116,30114,Sentrum,Nordstrand,5172,1264,11179.0,1.4,11.83,335000,607000,5752.466538303741
269,30116,30115,Sentrum,Søndre Nordstrand,3323,1264,6701.0,1.4,6.16,335000,539000,11870.657229617389
270,30116,30116,Sentrum,Sentrum,25783,1264,77995.0,1.4,1.4,335000,335000,0.0
271,30116,30117,Sentrum,Marka,291,1264,793.0,1.4,5.699999999999999,335000,625000,14285.245536624858
272,30117,30101,Marka,Gamle Oslo,340,1035,43121.0,5.699999999999999,4.75,625000,453000,13814.866621640713
273,30117,30102,Marka,Grünerløkka,661,1035,29560.0,5.699999999999999,3.65,625000,450000,11974.114363820128
274,30117,30103,Marka,Sagene,616,1035,19408.0,5.699999999999999,2.34,625000,461000,10209.264027304162
275,30117,30104,Marka,St. Hanshaugen,518,1035,54104.0,5.699999999999999,2.8,625000,430000,11484.906236922101
276,30117,30105,Marka,Frogner,657,1035,48082.0,5.699999999999999,5.35,625000,464000,11910.554042001106
277,30117,30106,Marka,Ullern,508,1035,38334.0,5.699999999999999,7.1,625000,648000,14965.82096590823
278,30117,30107,Marka,Vestre Aker,1278,1035,13362.0,5.699999999999999,11.55,625000,688000,13793.469497941756
279,30117,30108,Marka,Nordre Aker,1474,1035,42238.0,5.699999999999999,10.5,625000,578000,8519.576685654052
280,30117,30109,Marka,Bjerke,421,1035,22537.0,5.699999999999999,5.85,625000,490000,13663.677283749541
281,30117,30110,Marka,Grorud,240,1035,9297.0,5.699999999999999,4.37,625000,453000,18227.649433144787
282,30117,30111,Marka,Stovner,138,1035,9490.0,5.699999999999999,5.04,625000,489000,19874.25211791222
283,30117,30112,Marka,Alna,521,1035,31427.0,5.699999999999999,9.23,625000,477000,16075.418944506004
284,30117,30113,Marka,Østensjø,403,1035,12470.0,5.699999999999999,7.66,625000,539000,17479.493873926385
285,30117,30114,Marka,Nordstrand,187,1035,11179.0,5.699999999999999,11.83,625000,607000,18792.653212369234
286,30117,30115,Marka,Søndre Nordstrand,123,1035,6701.0,5.699999999999999,6.16,625000,539000,25045.27408775419
287,30117,30116,Marka,Sentrum,252,1035,77995.0,5.699999999999999,1.4,625000,335000,14076.758033316315
288,30117,30117,Marka,Marka,1492,1035,793.0,5.699999999999999,5.699999999999999,625000,625000,0.0
